id,name,now_cost,position,team,red_cards,transfers_in_event,assists,saves,transfers_out,bonus,clean_sheets_per_90,cost_change_start,cost_change_event,starts,corners_and_indirect_freekicks_order,direct_freekicks_order,selected_rank_type,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,ict_index_rank_type,selected_rank,form_rank_type,creativity_rank_type,ep_this,cost_change_event_fall,points_per_game_rank,ict_index,threat,ict_index_rank,now_cost_rank_type,expected_assists_per_90,influence_rank_type,expected_goals_conceded,chance_of_playing_this_round,penalties_missed,web_name,selected_by_percent,expected_goals_per_90,chance_of_playing_next_round,saves_per_90,points_per_game_rank_type,clean_sheets,threat_rank_type,own_goals,expected_goals,news,news_added,form_rank,penalties_order,value_form,transfers_in,form,creativity,value_season,bps,goals_conceded,yellow_cards,goals_scored,expected_goal_involvements,influence_rank,creativity_rank,points_per_game,influence,minutes,penalties_saved,status,expected_assists,transfers_out_event,starts_per_90,threat_rank,cost_change_start_fall,dreamteam_count,in_dreamteam,ep_next,event_points,total_points,expected_goals_conceded_per_90
201,Wesley Fofana,44,DEF,Chelsea,0,21,0,0,2978,0,0.0,-1,0,0,,,206,0.0,543,0.0,231,578,214,231,0.0,0,617,0.0,0.0,611,123,0.0,231,0.00,0.0,0,W.Fofana,0.0,0.0,0.0,0.0,229,0,229,0,0.00,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,561,,0.0,612,0.0,0.0,0.0,0,0,0,0,0.00,604,595,0.0,0.0,0,0,i,0.00,32,0.0,581,1,0,False,0.0,0,0,0.0
202,Conor Gallagher,54,MID,Chelsea,0,7015,5,0,54289,4,0.26,-1,0,12,1.0,,75,0.18,124,1.3,25,235,10,16,5.0,0,81,65.3,117.0,36,79,0.11,18,14.35,,0,Gallagher,0.5,0.07,,0.0,40,3,65,0,0.79,,,16,,1.1,50193,6.0,287.0,8.3,225,15,1,0,2.05,51,21,3.8,248.4,1035,0,a,1.26,851,1.04,105,1,0,False,5.5,10,45,1.25
203,Malo Gusto,42,DEF,Chelsea,1,4820,2,0,1253786,2,0.33,2,0,6,,,19,0.14,609,1.17,75,61,95,44,-0.5,0,165,20.4,32.0,240,159,0.07,93,7.01,100.0,0,Gusto,6.8,0.07,75.0,0.0,53,2,74,0,0.41,Knee injury - 75% chance of playing,2023-11-14T11:30:09.319567Z,298,,0.1,1742834,0.5,72.5,5.7,120,7,1,0,0.82,230,171,2.7,99.4,538,0,d,0.41,19260,1.0,248,-2,1,False,0.0,1,24,1.17
206,Reece James,53,DEF,Chelsea,0,40455,1,0,1440646,0,0.0,-2,0,3,,2.0,35,0.39,143,2.59,64,88,50,25,1.0,0,247,22.9,50.0,217,12,0.3,103,6.26,100.0,0,James,4.2,0.09,100.0,0.0,80,0,47,0,0.23,,2023-10-20T15:30:08.557342Z,166,,0.4,327798,2.0,100.7,1.9,71,7,0,0,1.03,258,128,2.0,78.0,243,0,a,0.80,2933,1.11,199,2,0,False,1.5,4,10,2.32
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,0,0,0,0,60556,0,0.0,-2,0,0,,,44,0.0,35,0.0,93,282,92,93,0.0,0,738,0.0,0.0,739,14,0.0,93,0.00,0.0,0,Lukaku,0.3,0.0,0.0,0.0,93,0,93,0,0.00,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,733,,0.0,9006,0.0,0.0,0.0,0,0,0,0,0.00,739,739,0.0,0.0,0,0,u,0.00,150,0.0,739,2,0,False,0.0,0,0,0.0
208,Noni Madueke,53,MID,Chelsea,0,145,0,0,12068,0,0.0,-2,0,1,,,148,0.33,144,2.33,156,450,141,146,-0.2,0,353,8.6,40.0,341,92,0.18,186,1.91,100.0,0,Madueke,0.1,0.15,100.0,0.0,167,0,118,0,0.19,,2023-09-17T20:30:06.633877Z,293,,0.2,6683,0.8,36.9,1.1,20,3,0,0,0.42,411,270,1.2,9.2,116,0,a,0.23,236,0.78,225,2,0,False,0.3,0,6,1.48
210,Mykhailo Mudryk,63,MID,Chelsea,0,1500,1,0,281935,3,0.74,-2,0,4,3.0,,62,0.44,56,0.74,89,186,35,93,2.8,0,140,28.7,89.0,180,34,0.24,90,3.56,100.0,0,Mudryk,0.9,0.2,100.0,0.0,59,3,79,0,0.79,,2023-10-28T18:00:08.330038Z,67,,0.6,89597,3.8,96.1,4.8,93,3,2,2,1.76,227,133,3.0,101.2,364,0,a,0.97,2976,0.99,129,2,1,False,3.3,1,30,0.88
211,Nicolas Jackson,68,FWD,Chelsea,0,65052,0,0,2202323,5,0.32,-2,0,9,,,14,0.89,40,1.49,5,79,3,10,5.0,0,83,82.1,440.0,21,15,0.11,5,12.56,100.0,0,N.Jackson,5.3,0.78,100.0,0.0,14,3,3,0,7.38,,2023-10-11T10:30:08.636447Z,18,3.0,0.9,1207933,6.0,118.0,6.2,153,14,7,6,8.45,40,107,3.8,265.0,848,0,a,1.07,6284,0.96,5,2,1,False,5.5,5,42,1.33
212,Christopher Nkunku,73,FWD,Chelsea,0,2810,0,0,117480,0,0.0,-2,0,0,,,39,0.0,25,0.0,94,226,93,94,0.0,0,739,0.0,0.0,740,10,0.0,94,0.00,0.0,0,Nkunku,0.5,0.0,0.0,0.0,94,0,94,0,0.00,Knee injury - Expected back 25 Nov,2023-08-03T09:30:04.720287Z,734,,0.0,8390,0.0,0.0,0.0,0,0,0,0,0.00,740,740,0.0,0.0,0,0,i,0.00,571,0.0,740,2,0,False,0.0,0,0,0.0
213,Christian Pulisic,55,MID,Chelsea,0,0,0,0,392,0,0.0,0,0,0,,,298,0.0,100,0.0,317,712,312,317,0.0,0,729,0.0,0.0,730,61,0.0,317,0.00,0.0,0,Pulisic,0.0,0.0,0.0,0.0,317,0,317,0,0.00,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,719,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,730,730,0.0,0.0,0,0,u,0.00,2,0.0,729,0,0,False,0.0,0,0,0.0
214,Malang Sarr,43,DEF,Chelsea,0,95,0,0,7898,0,0.0,-2,0,0,,,161,0.0,585,0.0,220,412,197,220,-1.0,0,577,0.0,0.0,571,144,0.0,221,0.00,,0,M.Sarr,0.1,0.0,,0.0,218,0,217,0,0.00,,,512,,0.0,3658,0.0,0.0,0.0,0,0,0,0,0.00,565,553,0.0,0.0,0,0,a,0.00,126,0.0,536,2,0,False,-0.5,0,0,0.0
215,Gabriel Słonina,40,GKP,Chelsea,0,0,0,0,3697,0,0.0,0,0,0,,,73,0.0,682,0.0,69,554,68,53,0.0,0,545,0.0,0.0,540,61,0.0,69,0.00,0.0,0,Slonina,0.0,0.0,0.0,0.0,69,0,46,0,0.00,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,471,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,534,518,0.0,0.0,0,0,u,0.00,30,0.0,496,0,0,False,0.0,0,0,0.0
216,Raheem Sterling,69,MID,Chelsea,0,70900,4,0,1683671,6,0.18,-1,0,11,,4.0,18,0.42,34,1.36,10,55,36,28,2.8,0,23,88.5,412.0,13,19,0.16,23,14.25,,0,Sterling,7.2,0.26,,0.0,14,2,3,0,2.86,,,68,2.0,0.6,2068293,3.8,239.1,8.7,169,15,3,4,4.66,63,35,5.0,233.6,990,0,a,1.80,8683,1.0,7,1,2,False,3.3,6,60,1.3
217,Thiago Emiliano da Silva,50,DEF,Chelsea,0,13305,0,0,231683,2,0.25,0,0,12,,,40,0.05,167,1.33,19,97,37,53,1.2,0,128,43.4,78.0,92,18,0.03,5,15.34,,0,T.Silva,3.5,0.02,,0.0,42,3,20,0,0.23,,,134,,0.4,250660,2.2,62.7,7.4,238,16,2,1,0.56,28,194,3.1,293.4,1080,0,a,0.33,2843,1.0,147,0,0,False,1.7,6,37,1.28
218,Hakim Ziyech,54,MID,Chelsea,0,0,0,0,16161,0,0.0,-1,0,0,,,145,0.0,114,0.0,315,442,310,315,0.0,0,726,0.0,0.0,726,71,0.0,315,0.00,0.0,0,Ziyech,0.1,0.0,0.0,0.0,315,0,314,0,0.00,Season long loan to Galatasaray,2023-08-21T08:29:13.470637Z,715,,0.0,1010,0.0,0.0,0.0,0,0,0,0,0.00,726,726,0.0,0.0,0,0,u,0.00,39,0.0,723,1,0,False,0.0,0,0,0.0
362,Cole Palmer,52,MID,Chelsea,0,205336,3,0,145715,4,0.15,2,1,6,2.0,1.0,16,0.98,159,1.5,33,48,6,32,5.5,-1,33,62.6,188.0,44,99,0.27,27,9.74,100.0,0,Palmer,7.7,0.71,100.0,0.0,20,1,31,0,4.74,,2023-10-08T10:00:09.839092Z,10,1.0,1.2,894723,6.5,212.3,9.0,167,10,3,4,6.54,70,41,4.7,227.8,602,0,a,1.80,4263,0.9,49,-2,2,False,6.0,6,47,1.46
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,0,0,0,0,985,0,0.0,0,0,0,,,302,0.0,212,0.0,311,719,300,310,0.0,0,721,0.0,0.0,721,133,0.0,311,0.00,0.0,0,Ângelo,0.0,0.0,0.0,0.0,311,0,309,0,0.00,Season long loan to Strasbourg until the end of the season,2023-08-10T13:51:38.491138Z,702,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,721,719,0.0,0.0,0,0,u,0.00,1,0.0,716,0,0,False,0.0,0,0,0.0
609,Ian Maatsen,52,MID,Chelsea,0,61,0,0,9444,0,0.0,-3,0,0,,,174,0.49,162,0.84,159,503,181,142,-0.8,0,441,7.9,19.0,351,101,0.15,169,3.11,,0,Maatsen,0.1,0.34,,0.0,218,0,152,0,0.40,,,373,,0.0,2344,0.2,41.0,1.2,17,1,1,0,0.58,380,256,0.9,19.0,107,0,a,0.18,102,0.0,296,3,0,False,-0.3,0,6,2.62
611,Axel Disasi,50,DEF,Chelsea,0,4106,0,0,654504,3,0.28,0,0,11,,,33,0.18,196,1.21,38,86,87,65,0.0,0,98,33.7,78.0,140,25,0.11,29,12.65,100.0,0,Disasi,4.5,0.07,100.0,0.0,30,3,21,0,0.78,,2023-10-10T12:00:09.181007Z,266,,0.2,876960,1.0,49.5,7.6,186,13,2,1,1.95,87,228,3.5,209.4,966,0,a,1.17,10515,1.02,148,0,1,False,0.5,0,38,1.18
613,Lesley Ugochukwu,44,MID,Chelsea,0,765,0,0,30376,0,0.63,-1,0,1,,,89,0.06,559,1.26,175,278,145,170,-0.5,0,356,4.7,2.0,381,313,0.06,160,3.89,,0,Ugochukwu,0.3,0.0,,0.0,168,1,198,0,0.00,,,311,,0.1,41465,0.5,19.1,2.0,37,2,1,0,0.09,361,327,1.1,26.4,143,0,a,0.09,844,0.63,397,1,0,False,0.0,1,9,2.45
623,Mason Burstow,45,FWD,Chelsea,0,0,0,0,13228,0,0.0,0,0,0,,,66,0.0,454,11.25,54,451,78,52,0.0,0,395,0.3,2.0,446,85,0.0,53,0.90,0.0,0,Burstow,0.1,0.0,0.0,0.0,48,0,54,0,0.00,Season-long loan to Sunderland,2023-09-01T21:50:53.219365Z,640,,0.0,4401,0.0,0.6,0.4,6,1,0,0,0.00,448,415,1.0,0.4,8,0,u,0.00,86,0.0,400,0,0,False,0.0,0,2,10.12
659,Lucas Bergström,40,GKP,Chelsea,0,20,0,0,1192,0,0.0,0,0,0,,,75,0.0,689,0.0,72,570,71,56,-1.0,0,550,0.0,0.0,545,64,0.0,72,0.00,,0,Bergström,0.0,0.0,,0.0,72,0,49,0,0.00,,,476,,0.0,1550,0.0,0.0,0.0,0,0,0,0,0.00,539,523,0.0,0.0,0,0,a,0.00,27,0.0,501,0,0,False,-0.5,0,0,0.0
667,Roméo Lavia,49,MID,Chelsea,0,18,0,0,1255,0,0.0,-1,0,0,,,291,0.0,271,0.0,302,703,289,300,0.0,0,709,0.0,0.0,709,173,0.0,302,0.00,0.0,0,Lavia,0.0,0.0,0.0,0.0,302,0,299,0,0.00,Ankle injury - Unknown return date,2023-08-24T14:00:07.676377Z,686,,0.0,1043,0.0,0.0,0.0,0,0,0,0,0.00,709,705,0.0,0.0,0,0,i,0.00,19,0.0,702,1,0,False,0.0,0,0,0.0
671,Bashir Humphreys,40,DEF,Chelsea,0,0,0,0,915,0,0.0,0,0,0,,,228,0.0,675,0.0,196,671,162,194,0.0,0,540,0.0,0.0,535,200,0.0,196,0.00,0.0,0,Humphreys,0.0,0.0,0.0,0.0,193,0,186,0,0.00,Season-long loan to Swansea City,2023-09-03T20:06:46.325160Z,465,,0.0,629,0.0,0.0,0.0,0,0,0,0,0.00,528,513,0.0,0.0,0,0,u,0.00,5,0.0,490,0,0,False,0.0,0,0,0.0
677,Deivid Washington de Souza Eugênio,45,FWD,Chelsea,0,330,0,0,4986,0,0.0,0,0,0,,,69,4.7,469,10.0,53,458,46,56,-0.8,0,399,0.4,4.0,444,88,0.0,79,1.64,,0,Deivid,0.1,4.7,,0.0,50,0,53,0,0.47,,,358,,0.0,7958,0.2,0.1,0.2,3,1,0,0,0.47,683,431,1.0,0.0,9,0,a,0.00,268,0.0,386,0,0,False,-0.3,0,1,16.4
680,Eddie Beach,40,GKP,Chelsea,0,30,0,0,586,0,0.0,0,0,0,,,79,0.0,685,0.0,70,637,69,54,-1.0,0,548,0.0,0.0,543,62,0.0,70,0.00,,0,Beach,0.0,0.0,,0.0,70,0,47,0,0.00,,,474,,0.0,945,0.0,0.0,0.0,0,0,0,0,0.00,537,521,0.0,0.0,0,0,a,0.00,35,0.0,499,0,0,False,-0.5,0,0,0.0
681,Diego Manuel Jadon da Silva Moreira,45,MID,Chelsea,0,0,0,0,270,0,0.0,0,0,0,,,307,0.0,435,0.0,269,726,243,266,0.0,0,668,0.0,0.0,665,250,0.0,265,0.00,0.0,0,Diego Moreira,0.0,0.0,0.0,0.0,272,0,261,0,0.00,Season-long loan to Lyon,2023-09-03T20:11:21.942763Z,623,,0.0,236,0.0,0.0,0.0,0,0,0,0,0.00,659,654,0.0,0.0,0,0,u,0.00,6,0.0,645,0,0,False,0.0,0,0,0.0
687,Djordje Petrovic,45,GKP,Chelsea,0,59,0,0,1594,0,0.0,0,0,0,,,71,0.0,416,0.0,83,542,82,75,-1.0,0,655,0.0,0.0,649,21,0.0,83,0.00,,0,Petrovic,0.0,0.0,,0.0,83,0,72,0,0.00,,,605,,0.0,1802,0.0,0.0,0.0,0,0,0,0,0.00,643,639,0.0,0.0,0,0,a,0.00,86,0.0,629,0,0,False,-0.5,0,0,0.0
716,Alfie Gilchrist,40,DEF,Chelsea,0,68,0,0,807,0,0.0,0,0,0,,,216,0.0,696,0.0,204,621,171,202,-1.0,0,556,0.0,0.0,551,213,0.0,205,0.00,,0,Gilchrist,0.0,0.0,,0.0,201,0,195,0,0.00,,,482,,0.0,1356,0.0,0.0,0.0,0,0,0,0,0.00,545,529,0.0,0.0,0,0,a,0.00,60,0.0,507,0,0,False,-0.5,0,0,0.0
717,Ronnie Stutter,45,FWD,Chelsea,0,282,0,0,1886,0,0.0,0,0,0,,,77,0.0,446,0.0,76,558,74,76,-1.0,0,677,0.0,0.0,674,81,0.0,74,0.00,,0,Stutter,0.0,0.0,,0.0,78,0,76,0,0.00,,,633,,0.0,3431,0.0,0.0,0.0,0,0,0,0,0.00,668,663,0.0,0.0,0,0,a,0.00,147,0.0,654,0,0,False,-0.5,0,0,0.0
718,Alex Matos,45,MID,Chelsea,0,48,0,0,547,0,0.0,0,0,0,,,283,0.0,447,0.0,277,687,252,274,-1.0,0,393,0.0,0.0,675,260,0.0,273,0.00,,0,Matos,0.0,0.0,,0.0,184,0,269,0,0.00,,,634,,0.0,911,0.0,0.0,0.2,2,0,0,0,0.00,669,664,1.0,0.0,1,0,a,0.00,36,0.0,655,0,0,False,-0.5,0,1,0.0
723,Josh Brooking,40,DEF,Chelsea,0,74,0,0,435,0,0.0,0,0,0,,,221,0.0,662,0.0,189,644,154,187,-1.0,0,528,0.0,0.0,524,191,0.0,189,0.00,,0,Brooking,0.0,0.0,,0.0,185,0,178,0,0.00,,,453,,0.0,885,0.0,0.0,0.0,0,0,0,0,0.00,517,502,0.0,0.0,0,0,a,0.00,54,0.0,478,0,0,False,-0.5,0,0,0.0
7,Rob Holding,43,DEF,Crystal Palace,0,104,0,0,12126,0,0.0,-2,0,0,,,137,0.0,579,0.0,217,363,192,217,0.0,0,574,0.0,0.0,567,139,0.0,218,0.00,,0,Holding,0.1,0.0,,0.0,216,0,212,0,0.00,,,506,,0.0,4960,0.0,0.0,0.0,0,0,0,0,0.00,561,549,0.0,0.0,0,0,a,0.00,160,0.0,530,2,0,False,0.5,0,0,0.0
219,Naouirou Ahamada,43,MID,Crystal Palace,0,9596,0,0,56955,0,0.0,-2,0,0,,,56,0.04,599,2.34,200,167,131,190,0.8,0,372,1.4,0.0,429,319,0.04,189,2.76,100.0,0,Ahamada,1.1,0.0,100.0,0.0,174,0,208,0,0.00,,2023-09-22T13:30:07.934644Z,277,,0.2,136214,0.8,4.9,1.4,21,2,0,0,0.03,415,382,1.0,8.2,77,0,a,0.03,4344,0.0,540,2,0,False,1.3,1,6,3.23
220,Joachim Andersen,51,DEF,Crystal Palace,0,67578,1,0,487465,9,0.42,6,0,12,,,4,0.13,164,1.33,3,13,38,16,2.2,0,21,65.4,130.0,35,17,0.06,1,17.70,,0,Andersen,23.5,0.07,,0.0,5,5,4,0,0.84,,,135,,0.4,2581973,2.2,141.7,11.8,280,16,2,2,1.51,4,80,5.0,383.2,1080,0,a,0.67,21399,1.0,90,-6,3,True,2.7,1,60,1.48
221,Jordan Ayew,54,MID,Crystal Palace,0,2117,3,0,55964,0,0.44,-1,0,12,,,70,0.25,112,1.15,39,217,33,53,3.8,0,117,54.9,213.0,56,69,0.1,44,14.79,100.0,0,J.Ayew,0.6,0.15,100.0,0.0,51,5,22,0,1.74,,2023-09-16T20:00:07.282243Z,64,,0.7,73878,3.8,149.0,7.0,114,13,4,1,2.92,114,72,3.2,186.8,1014,0,a,1.18,1808,1.07,38,1,0,False,4.3,2,38,1.31
222,Nathaniel Clyne,44,DEF,Crystal Palace,0,101,0,0,9129,0,0.69,-1,0,1,,,147,0.03,478,0.0,151,389,102,140,0.5,0,166,2.0,6.0,423,91,0.01,147,1.95,,0,Clyne,0.1,0.02,,0.0,54,1,130,0,0.03,,,306,,0.1,5422,0.5,3.6,1.8,30,0,0,0,0.04,400,385,2.7,10.4,130,0,a,0.01,212,0.69,369,1,0,False,1.0,0,8,1.35
223,Cheick Doucouré,50,MID,Crystal Palace,0,248,0,0,10740,0,0.31,0,0,10,,,139,0.09,205,1.25,83,429,112,82,1.2,0,243,30.5,36.0,168,128,0.06,55,13.59,100.0,0,C.Doucouré,0.1,0.03,100.0,0.0,106,3,128,0,0.28,,2023-10-06T23:00:08.561317Z,237,,0.2,10882,1.2,112.2,4.0,129,12,2,0,0.82,141,115,2.0,155.6,867,0,a,0.54,318,1.04,241,0,0,False,1.7,0,20,1.41
224,Malcolm Ebiowei,45,MID,Crystal Palace,0,57,0,0,5042,0,0.0,0,0,0,,,202,0.0,411,0.0,258,552,230,255,0.0,0,651,0.0,0.0,645,236,0.0,254,0.00,100.0,0,Ebiowei,0.0,0.0,100.0,0.0,262,0,250,0,0.00,,2023-08-17T14:00:07.032627Z,601,,0.0,1802,0.0,0.0,0.0,0,0,0,0,0.00,639,635,0.0,0.0,0,0,a,0.00,69,0.0,625,0,0,False,0.5,0,0,0.0
225,Odsonne Edouard,55,FWD,Crystal Palace,0,32361,0,0,625800,6,0.38,0,0,11,,3.0,15,0.43,102,1.15,6,90,20,9,2.5,0,51,77.1,409.0,22,30,0.04,8,12.81,100.0,0,Edouard,3.9,0.39,100.0,0.0,9,4,5,0,4.05,,2023-09-24T18:00:07.480397Z,121,3.0,0.5,791767,2.5,122.2,8.4,164,12,2,5,4.52,61,101,4.2,237.6,943,0,a,0.47,6148,1.05,8,0,0,False,3.0,6,46,1.22
226,Eberechi Eze,61,MID,Crystal Palace,0,32553,2,0,1494594,1,0.36,-4,0,8,1.0,1.0,26,0.62,61,1.2,16,92,60,13,2.5,0,70,76.6,238.0,23,38,0.24,33,12.35,100.0,0,Eze,3.8,0.38,100.0,0.0,35,3,19,0,3.15,,2023-10-04T08:30:08.801501Z,122,2.0,0.4,336627,2.5,319.4,5.7,144,10,2,2,5.13,90,17,3.9,208.2,749,0,a,1.98,2520,0.96,33,4,0,False,3.0,6,35,1.48
227,Vicente Guaita,44,GKP,Crystal Palace,0,0,0,0,65027,0,0.0,-1,0,0,,,43,0.0,474,0.0,81,295,80,67,0.0,0,583,0.0,0.0,577,23,0.0,81,0.00,0.0,0,Guaita,0.2,0.0,0.0,0.0,81,0,61,0,0.00,Signed for Celta Vigo,2023-09-02T08:56:40.331253Z,522,,0.0,2528,0.0,0.0,0.0,0,0,0,0,0.00,571,560,0.0,0.0,0,0,u,0.00,363,0.0,545,1,0,False,0.0,0,0,0.0
228,Marc Guéhi,46,DEF,Crystal Palace,0,14031,0,0,172520,6,0.45,1,0,11,,,30,0.07,339,1.18,48,80,56,83,1.8,0,74,29.5,23.0,172,44,0.02,18,14.49,100.0,0,Guéhi,5.3,0.05,100.0,0.0,18,5,88,0,0.58,,2023-09-13T15:30:08.533559Z,180,,0.4,519847,1.8,37.1,9.1,220,13,1,0,0.77,62,268,3.8,235.2,990,0,a,0.19,6690,1.0,277,-1,1,False,2.3,1,42,1.32
229,Will Hughes,49,MID,Crystal Palace,0,69,0,0,1081,0,0.53,-1,0,8,4.0,,255,0.11,228,1.73,81,640,62,51,2.2,0,228,30.9,37.0,162,145,0.09,73,12.90,100.0,0,Hughes,0.0,0.02,100.0,0.0,98,4,125,0,0.15,,2023-08-06T23:30:05.660088Z,132,,0.4,1330,2.2,150.2,3.9,85,13,2,0,0.79,185,70,2.1,123.0,677,0,a,0.64,48,1.06,237,1,0,False,2.7,2,19,1.71
230,Sam Johnstone,46,GKP,Crystal Palace,0,29682,0,29,196725,7,0.42,1,0,12,,,13,0.0,337,1.33,16,72,6,76,3.0,0,47,21.6,0.0,229,13,0.0,16,17.70,,0,Johnstone,5.6,0.0,,2.42,4,5,73,0,0.00,,,91,,0.7,540757,3.0,0.0,10.9,213,16,0,0,0.00,82,679,4.2,215.6,1080,0,a,0.00,6554,1.0,672,-1,2,False,3.5,1,50,1.48
231,Jefferson Lerma Solís,47,MID,Crystal Palace,0,1086,1,0,30377,3,0.26,-3,0,8,,,120,0.14,318,1.66,72,377,38,58,3.5,0,144,33.5,68.0,141,207,0.1,72,10.83,100.0,0,Lerma,0.1,0.04,100.0,0.0,61,2,95,0,0.35,,2023-09-15T15:30:07.837506Z,71,,0.7,5911,3.5,144.1,4.9,112,13,1,0,1.17,184,79,2.9,123.2,704,0,a,0.82,170,1.02,163,3,0,False,4.0,8,23,1.38
232,Jean-Philippe Mateta,49,FWD,Crystal Palace,0,807,3,0,69224,0,0.47,-1,0,3,,,40,0.2,256,1.89,34,227,36,22,0.8,0,206,20.1,58.0,243,54,0.11,31,9.19,,0,Mateta,0.5,0.09,,0.0,29,2,40,0,0.36,,,288,,0.2,76867,0.8,70.8,4.3,46,8,1,0,0.82,266,176,2.3,72.8,381,0,a,0.46,1830,0.71,189,1,0,False,1.3,1,21,2.17
233,Remi Matthews,40,GKP,Crystal Palace,0,83,0,0,5403,0,0.0,0,0,0,,,56,0.0,636,0.0,56,384,55,40,0.0,0,507,0.0,0.0,503,48,0.0,56,0.00,,0,Matthews,0.1,0.0,,0.0,56,0,33,0,0.00,,,430,,0.0,2662,0.0,0.0,0.0,0,0,0,0,0.00,496,481,0.0,0.0,0,0,a,0.00,99,0.0,457,0,0,False,0.5,0,0,0.0
234,Tyrick Mitchell,47,DEF,Crystal Palace,0,72217,1,0,112457,5,0.42,2,1,12,,,22,0.11,326,1.36,26,64,16,21,4.0,-1,48,38.7,42.0,106,41,0.07,20,17.45,100.0,0,Mitchell,6.5,0.04,100.0,0.0,9,5,62,0,0.42,,2023-10-28T08:30:08.353664Z,54,,0.9,706337,4.0,113.6,10.6,229,16,2,1,1.27,65,112,4.2,232.2,1059,0,a,0.85,9593,1.02,220,-2,1,False,4.5,1,50,1.48
235,Jake O'Brien,40,DEF,Crystal Palace,0,0,0,0,9579,0,0.0,0,0,0,,,192,0.0,695,0.0,203,501,170,201,0.0,0,555,0.0,0.0,550,212,0.0,204,0.00,0.0,0,O'Brien,0.1,0.0,0.0,0.0,200,0,194,0,0.00,Permanent transfer to Lyon,2023-08-17T06:14:22.523517Z,481,,0.0,415,0.0,0.0,0.0,0,0,0,0,0.00,544,528,0.0,0.0,0,0,u,0.00,48,0.0,506,0,0,False,0.0,0,0,0.0
236,Michael Olise,58,MID,Crystal Palace,0,1568,0,0,11889,0,0.0,-2,0,0,2.0,2.0,146,0.98,80,3.91,202,445,184,202,0.2,0,432,1.0,8.0,434,50,0.08,212,0.24,100.0,0,Olise,0.1,0.9,100.0,0.0,214,0,185,0,0.23,,2023-07-05T16:30:03.780925Z,379,,0.0,4285,0.2,1.4,0.2,2,1,0,0,0.25,449,405,1.0,0.4,23,0,a,0.02,190,0.0,364,2,0,False,0.7,1,1,0.94
237,Luke Plange,45,FWD,Crystal Palace,0,0,0,0,1415,0,0.0,0,0,0,,,90,0.0,413,0.0,68,660,66,69,0.0,0,653,0.0,0.0,647,73,0.0,66,0.00,0.0,0,Plange,0.0,0.0,0.0,0.0,72,0,68,0,0.00,"Half season loan to Carlisle United, expected back in January",2023-08-02T07:30:53.481421Z,603,,0.0,0,0.0,0.0,0.0,0,0,0,0,0.00,641,637,0.0,0.0,0,0,u,0.00,15,0.0,627,0,0,False,0.0,0,0,0.0
238,Chris Richards,39,DEF,Crystal Palace,0,1063,0,0,33329,0,0.0,-1,0,1,,,83,0.0,734,2.43,148,220,109,154,0.2,0,362,2.2,0.0,417,234,0.0,140,3.98,,0,C.Richards,0.6,0.0,,0.0,121,0,152,0,0.00,,,340,,0.1,40869,0.2,0.3,1.0,17,3,0,0,0.00,374,420,1.0,21.8,111,0,a,0.00,950,0.81,430,1,0,False,0.7,0,4,3.23
239,Jairo Riedewald,44,MID,Crystal Palace,0,105,0,0,6974,0,1.05,-1,0,1,,,144,0.03,501,0.0,198,441,197,193,0.0,0,235,1.7,6.0,427,285,0.03,188,1.39,100.0,0,Riedewald,0.1,0.0,100.0,0.0,101,1,188,0,0.00,,2023-09-27T09:00:08.517252Z,537,,0.0,7252,0.0,3.3,0.9,10,0,0,0,0.03,414,387,2.0,8.4,86,0,a,0.03,197,1.05,370,1,0,False,0.5,0,4,1.45
240,Jeffrey Schlupp,49,MID,Crystal Palace,0,461,0,0,15629,1,0.47,-1,0,11,,,117,0.18,223,1.07,63,371,49,67,3.0,0,168,37.6,132.0,111,141,0.04,78,11.02,100.0,0,Schlupp,0.1,0.14,100.0,0.0,75,4,53,0,1.22,,2023-10-07T21:00:07.840898Z,94,,0.6,10556,3.0,128.4,6.1,86,9,0,1,1.59,196,92,2.7,117.6,758,0,a,0.37,256,1.31,85,1,0,False,3.5,2,30,1.31
241,James Tomkins,40,DEF,Crystal Palace,0,15,0,0,60242,0,0.0,0,0,0,,,94,0.0,619,0.0,169,241,132,167,0.0,0,364,0.0,0.0,489,164,0.0,158,0.00,0.0,0,Tomkins,0.5,0.0,0.0,0.0,123,0,158,0,0.00,Calf injury - Expected back 11 Nov,2023-10-20T15:30:08.713409Z,415,,0.0,19206,0.0,0.0,0.2,3,0,0,0,0.00,450,466,1.0,0.2,1,0,i,0.00,732,0.0,442,0,0,False,0.0,0,1,0.0
