id,name,now_cost,position,team,influence_rank_type,now_cost_rank,threat_rank_type,bps,points_per_game_rank,expected_assists_per_90,points_per_game_rank_type,total_points,transfers_in_event,transfers_out_event,form_rank,in_dreamteam,news,goals_conceded_per_90,expected_assists,corners_and_indirect_freekicks_order,expected_goals_conceded,cost_change_event_fall,form,minutes,chance_of_playing_next_round,expected_goals_conceded_per_90,starts,ep_next,web_name,selected_rank,points_per_game,assists,expected_goals_per_90,ict_index_rank,creativity_rank,chance_of_playing_this_round,status,penalties_saved,selected_by_percent,saves_per_90,saves,threat_rank,news_added,dreamteam_count,cost_change_event,transfers_in,ict_index_rank_type,influence_rank,direct_freekicks_order,event_points,goals_conceded,value_form,starts_per_90,expected_goal_involvements_per_90,selected_rank_type,cost_change_start,ep_this,penalties_missed,threat,red_cards,own_goals,clean_sheets_per_90,expected_goals,yellow_cards,creativity,ict_index,influence,expected_goal_involvements,penalties_order,clean_sheets,bonus,now_cost_rank_type,goals_scored,transfers_out,value_season,creativity_rank_type,cost_change_start_fall,form_rank_type
55,Jacob Ramsey,59,MID,Aston Villa,138,69,137,21,100,0.08,45,7,27,114,725,False,Foot injury - Expected back 26 Nov,0.0,0.04,,0.73,0,0.0,48,0.0,1.37,0,0.0,J.Ramsey,464,3.5,0,0.36,357,403,0.0,i,0,0.1,0.0,0,261,2023-10-04T15:30:08.354887Z,0,0,7184,162,317,,0,0,0.0,0.0,0.44,152,-1,0.0,0,28.0,0,0,0.0,0.19,0,1.6,7.4,43.8,0.23,,0,0,43,1,15487,1.2,201,1,315
56,Morgan Sanson,45,MID,Aston Villa,242,365,238,0,627,0.0,250,0,0,4,575,False,Joined OGC Nice on a season-long loan,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Sanson,707,0.0,0,0.0,621,611,0.0,u,0,0.0,0.0,0,599,2023-07-26T11:26:30.137805Z,0,0,0,246,615,,0,0,0.0,0.0,0.0,294,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,223,0,582,0.0,243,0,218
57,Viljami Sinisalo,40,GKP,Aston Villa,62,661,39,0,527,0.0,62,0,0,4,452,False,Joined Exeter City on a season-long loan,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Sinisalo,711,0.0,0,0.0,523,501,0.0,u,0,0.0,0.0,0,477,2023-07-20T08:38:58.947431Z,0,0,0,62,516,,0,0,0.0,0.0,0.0,84,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,54,0,325,0.0,46,0,61
58,Youri Tielemans,57,MID,Aston Villa,128,83,136,70,340,0.2,161,16,353,682,169,False,,1.6,0.61,,5.14,0,2.0,281,,1.65,1,2.0,Tielemans,234,1.3,1,0.07,292,201,,a,0,0.5,0.0,0,260,,0,0,16591,132,299,,2,5,0.4,0.32,0.27,74,-3,2.0,0,28.0,0,0,0.0,0.22,0,60.9,14.3,53.4,0.83,,0,0,51,0,83326,2.8,117,3,79
59,Bertrand Traoré,50,MID,Aston Villa,200,175,302,6,426,0.0,209,2,39,53,368,False,,0.0,0.00,,0.77,0,0.2,10,100.0,6.93,0,0.2,Bertrand Traoré,596,1.0,0,0.0,447,710,100.0,a,0,0.0,0.0,0,707,2023-09-01T15:29:59.576149Z,0,0,1345,209,434,,0,0,0.0,0.0,0.0,228,0,0.2,0,0.0,0,0,0.0,0.00,0,0.0,0.3,3.0,0.00,,0,0,107,0,2738,0.4,303,0,177
60,Ollie Watkins,84,FWD,Aston Villa,2,8,2,268,4,0.13,2,80,54233,55173,29,True,,1.47,1.55,,15.02,0,5.2,1040,,1.3,12,5.2,Watkins,5,6.7,8,0.6,4,32,,a,0,43.4,0.0,0,2,,2,0,3571525,2,9,,6,17,0.6,1.04,0.73,2,4,5.2,0,515.0,0,0,0.17,6.89,1,240.3,110.4,348.4,8.44,2.0,2,9,3,6,1645140,9.5,2,-4,6
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,85,193,85,0,718,0.0,86,0,0,9,698,False,Permanent transfer to Stoke,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Wesley,704,0.0,0,0.0,718,716,0.0,u,0,0.0,0.0,0,713,2023-07-31T07:08:09.572672Z,0,0,0,85,718,,0,0,0.0,0.0,0.0,94,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,44,0,762,0.0,86,0,83
584,Pau Torres,46,DEF,Aston Villa,32,345,41,201,113,0.02,36,38,5140,7566,181,False,,1.29,0.29,,14.63,0,1.8,1049,,1.26,11,1.8,Pau,89,3.2,0,0.04,138,175,,a,0,3.9,0.0,0,184,,1,0,329714,37,92,,2,15,0.4,0.94,0.06,36,1,1.8,0,59.0,0,0,0.17,0.46,0,70.8,33.7,206.6,0.75,,2,4,47,1,190216,8.3,46,-1,57
599,Moussa Diaby,68,MID,Aston Villa,25,37,12,199,16,0.21,9,65,36272,26576,21,False,,1.43,2.25,,12.62,0,5.8,944,100.0,1.2,12,5.8,Diaby,22,5.4,6,0.26,19,23,100.0,a,0,15.1,0.0,0,20,2023-09-30T23:00:09.545623Z,2,0,1851041,14,67,,6,15,0.9,1.14,0.47,9,3,5.8,0,314.0,0,0,0.29,2.77,0,284.6,82.9,229.6,5.02,,3,5,21,3,1021469,9.6,18,-3,11
618,Omari Kellyman,45,MID,Aston Villa,276,460,274,0,683,0.0,282,0,110,148,643,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.0,Kellyman,481,0.0,0,0.0,681,672,,a,0,0.1,0.0,0,664,,0,0,5931,280,675,,0,0,0.0,0.0,0.0,161,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,268,0,5514,0.0,278,0,257
670,Filip Marschall,40,GKP,Aston Villa,67,677,44,0,542,0.0,67,0,57,44,467,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.0,Marschall,577,0.0,0,0.0,537,515,,a,0,0.0,0.0,0,492,,0,0,1925,67,530,,0,0,0.0,0.0,0.0,76,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,59,0,1111,0.0,51,0,66
672,Nicolò Zaniolo,55,MID,Aston Villa,151,106,28,-10,360,0.11,172,10,88,275,294,False,,0.86,0.53,,5.31,0,0.8,421,,1.14,6,0.8,Zaniolo,482,1.1,0,0.31,175,174,,a,0,0.1,0.0,0,45,,0,0,10910,86,348,,0,4,0.1,1.28,0.42,162,0,0.8,0,196.0,0,0,0.21,1.47,2,71.0,29.4,30.4,2.00,,1,0,66,0,8536,1.8,108,0,142
686,Oliwier Zych,40,GKP,Aston Villa,75,698,52,0,558,0.0,75,0,0,75,484,False,On loan to Puszcza Niepolomice,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Zych,479,0.0,0,0.0,553,531,0.0,u,0,0.1,0.0,0,509,2023-09-11T14:12:20.141802Z,0,0,6697,75,547,,0,0,0.0,0.0,0.0,64,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,67,0,4878,0.0,59,0,74
699,Clément Lenglet,45,DEF,Aston Villa,235,371,233,0,630,0.0,233,0,298,212,579,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.0,Lenglet,498,0.0,0,0.0,624,614,,a,0,0.1,0.0,0,602,,0,0,5166,235,618,,0,0,0.0,0.0,0.0,190,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,64,0,2952,0.0,235,0,221
62,Jaidon Anthony,49,MID,Bournemouth,187,266,160,4,423,0.01,206,3,0,56,685,False,Season-long loan to Leeds United,2.98,0.02,,4.44,0,0.0,151,0.0,2.65,2,0.0,Anthony,511,1.0,0,0.04,407,383,0.0,u,0,0.0,0.0,0,318,2023-09-03T20:09:06.556250Z,0,0,1618,190,412,,0,5,0.0,1.19,0.05,176,-1,0.0,0,16.0,0,0,0.0,0.07,1,4.6,3.0,9.0,0.09,,0,0,169,0,12257,0.6,191,1,288
63,Philip Billing,52,MID,Bournemouth,39,155,48,126,148,0.1,62,32,350,1899,63,False,Knock - 75% chance of playing,2.32,1.04,,21.68,0,3.8,931,75.0,2.1,11,3.2,Billing,264,2.9,1,0.15,69,65,100.0,d,0,0.4,0.0,0,78,2023-11-12T02:30:08.229472Z,0,0,34239,44,105,1.0,0,24,0.7,1.06,0.25,86,-3,3.3,0,138.0,0,0,0.1,1.55,2,162.7,49.3,193.8,2.59,,1,3,97,1,72835,6.2,48,3,32
64,David Brooks,49,MID,Bournemouth,116,229,85,51,260,0.15,115,15,44,179,364,False,,1.21,0.38,5.0,4.45,0,0.2,223,,1.8,2,0.7,Brooks,439,1.9,0,0.66,218,160,,a,0,0.1,0.0,0,139,,0,0,8491,108,282,,0,3,0.0,0.81,0.81,143,-1,-0.3,0,83.0,0,0,0.0,1.64,1,82.0,22.8,61.8,2.02,,0,2,146,1,11939,3.1,103,1,174
65,Ryan Christie,50,MID,Bournemouth,64,182,39,102,220,0.11,94,26,177,119,158,False,,2.27,1.02,,19.16,0,2.0,872,100.0,1.98,11,2.5,Christie,502,2.2,1,0.06,70,46,100.0,a,0,0.1,0.0,0,64,2023-08-06T23:30:05.398527Z,0,0,10758,45,171,,3,22,0.4,1.14,0.17,173,0,1.5,0,154.0,0,0,0.21,0.54,0,202.6,48.9,131.0,1.56,,2,0,111,0,9230,5.2,36,0,72
66,Lewis Cook,50,MID,Bournemouth,95,181,154,91,308,0.04,143,12,39,31,692,False,,2.2,0.29,3.0,17.17,0,0.0,614,100.0,2.52,7,0.5,L.Cook,615,1.5,0,0.01,248,149,100.0,a,0,0.0,0.0,0,301,2023-10-21T17:30:07.277985Z,0,0,909,117,239,,2,15,0.0,1.03,0.05,239,0,-0.5,0,18.0,1,0,0.29,0.07,1,88.6,20.0,93.2,0.36,,2,0,110,0,2474,2.4,98,0,293
67,Siriki Dembélé,45,MID,Bournemouth,247,398,243,0,642,0.0,255,0,0,3,592,False,Permanent Transfer to Birmingham,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Siriki,724,0.0,0,0.0,636,626,0.0,u,0,0.0,0.0,0,615,2023-07-17T06:20:36.127600Z,0,0,0,251,630,,0,0,0.0,0.0,0.0,305,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,229,0,364,0.0,248,0,223
68,Ryan Fredericks,44,DEF,Bournemouth,224,480,221,0,586,0.0,221,0,5,13,525,False,Calf injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Fredericks,653,0.0,0,0.0,580,563,0.0,i,0,0.0,0.0,0,548,2023-08-06T23:30:05.414382Z,0,0,608,223,574,,0,0,0.0,0.0,0.0,224,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,93,0,2084,0.0,223,1,202
69,James Hill,40,DEF,Bournemouth,199,680,189,1,365,0.06,124,1,0,162,470,False,Season-long loan to Blackburn Rovers,0.0,0.01,,0.19,0,0.0,15,0.0,1.14,0,0.0,Hill,367,1.0,0,0.0,448,399,0.0,u,0,0.1,0.0,0,495,2023-09-01T14:44:09.529285Z,0,0,6669,158,533,,0,0,0.0,0.0,0.06,139,0,0.0,0,0.0,0,0,0.0,0.00,0,1.8,0.2,0.0,0.01,,0,0,203,0,19490,0.2,147,0,165
70,Lloyd Kelly,45,DEF,Bournemouth,89,396,132,128,195,0.01,67,19,1951,162,129,False,,1.98,0.10,,10.93,0,2.2,636,100.0,1.55,7,2.7,Kelly,477,2.4,0,0.02,283,249,100.0,a,0,0.1,0.0,0,372,2023-09-25T14:30:07.504064Z,0,0,5571,98,215,,7,14,0.5,0.99,0.03,186,0,1.7,0,6.0,0,0,0.28,0.12,1,42.5,15.4,106.6,0.22,,2,3,81,0,3827,4.2,75,0,35
71,Gavin Kilkenny,44,MID,Bournemouth,234,542,229,0,616,0.0,243,0,53,82,560,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Kilkenny,461,0.0,0,0.0,610,594,,a,0,0.1,0.0,0,580,,0,0,4028,239,603,,0,0,0.0,0.0,0.0,150,-1,-0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,301,0,6397,0.0,235,1,209
72,Justin Kluivert,46,MID,Bournemouth,152,343,98,26,316,0.15,147,13,545,343,257,False,,1.77,0.68,,8.96,0,1.0,406,,1.99,5,1.5,Kluivert,328,1.4,0,0.08,285,214,,a,0,0.2,0.0,0,168,,0,0,11682,129,349,,3,8,0.2,1.11,0.23,98,-4,0.5,0,65.0,0,0,0.22,0.38,0,55.5,15.2,30.2,1.06,,1,0,221,0,40112,2.8,123,4,121
73,Jamal Lowe,49,MID,Bournemouth,294,231,290,0,701,0.0,295,0,0,10,674,False,Season-long loan to  Swansea City,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Lowe,673,0.0,0,0.0,700,695,0.0,u,0,0.0,0.0,0,691,2023-09-02T08:49:08.357551Z,0,0,81,295,698,,0,0,0.0,0.0,0.0,273,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,147,0,1219,0.0,293,1,279
74,Emiliano Marcondes,44,MID,Bournemouth,219,491,214,0,591,0.0,228,0,13,22,530,False,Foot injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Marcondes,629,0.0,0,0.0,586,569,0.0,i,0,0.0,0.0,0,555,2023-08-18T11:59:59.501058Z,0,0,679,224,579,,0,0,0.0,0.0,0.0,250,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,280,0,3053,0.0,220,1,193
75,Chris Mepham,43,DEF,Bournemouth,130,591,91,22,446,0.02,145,3,34,45,302,False,,2.68,0.03,,2.98,0,0.5,168,100.0,1.6,2,1.0,Mepham,500,0.8,0,0.05,363,358,100.0,a,0,0.1,0.0,0,284,2023-09-26T18:00:07.515397Z,0,0,1413,131,338,,0,5,0.1,1.07,0.07,191,-2,0.0,0,21.0,0,0,0.0,0.09,1,12.2,6.8,34.2,0.12,,0,0,149,0,5761,0.7,127,2,99
76,Kieffer Moore,47,FWD,Bournemouth,50,317,44,10,402,0.34,51,5,406,556,359,False,,1.08,0.31,,1.69,0,0.2,83,,1.83,0,0.7,Moore,296,1.0,0,0.51,366,332,,a,0,0.2,0.0,0,212,,0,0,13533,46,433,,0,1,0.0,0.0,0.85,46,-3,-0.3,0,45.0,0,0,0.0,0.47,0,17.2,6.3,3.0,0.78,,0,0,62,0,37694,1.1,44,3,47
77,Norberto Murara Neto,45,GKP,Bournemouth,4,356,67,208,66,0.0,6,39,5119,955,105,False,,2.0,0.01,,21.83,0,2.8,900,100.0,2.18,10,3.3,Neto,160,3.9,0,0.0,130,608,75.0,a,1,1.2,4.5,45,595,2023-10-27T13:30:07.907911Z,2,0,152855,4,11,,9,20,0.6,1.0,0.0,21,0,1.7,0,0.0,0,0,0.2,0.00,3,0.0,34.4,342.6,0.01,,2,7,16,0,133643,8.7,72,0,9
78,Dango Ouattara,47,MID,Bournemouth,146,333,88,27,358,0.1,170,8,38,30,321,False,,2.04,0.25,,4.64,1,0.5,221,100.0,1.89,2,1.0,O.Dango,636,1.1,0,0.31,266,215,100.0,a,0,0.0,0.0,0,142,2023-08-12T21:30:06.219128Z,0,-1,737,121,331,,1,5,0.1,0.81,0.41,254,-3,0.0,0,82.0,0,0,0.41,0.76,1,55.2,17.7,38.4,1.01,,1,0,217,0,4587,1.7,124,3,152
79,Ben Pearson,45,MID,Bournemouth,243,367,239,0,629,0.0,251,0,0,1,577,False,Permanent transfer to Stoke City,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Pearson,738,0.0,0,0.0,623,613,0.0,u,0,0.0,0.0,0,601,2023-07-11T08:58:20.803049Z,0,0,0,247,617,,0,0,0.0,0.0,0.0,317,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,224,0,105,0.0,244,0,219
80,Darren Randolph,40,GKP,Bournemouth,47,616,23,0,493,0.0,47,0,34,421,413,False,Illness - 25% chance of playing,0.0,0.00,,0.00,0,0.0,0,25.0,0.0,0,0.1,Randolph,242,0.0,0,0.0,488,465,25.0,d,0,0.5,0.0,0,441,2023-10-28T18:00:07.926322Z,0,0,6941,47,482,,0,0,0.0,0.0,0.0,31,0,-0.1,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,38,0,20774,0.0,30,0,45
81,Joe Rothwell,48,MID,Bournemouth,142,289,193,48,350,0.05,164,11,24,20,260,False,,2.77,0.20,4.0,11.00,0,1.0,358,,2.77,3,1.5,Rothwell,616,1.2,0,0.02,321,198,,a,0,0.0,0.0,0,380,,0,0,619,143,327,,1,11,0.2,0.75,0.07,240,-2,0.5,0,5.0,0,0,0.0,0.06,0,61.8,10.9,41.6,0.26,,0,0,189,0,1429,2.3,115,2,124
82,Antoine Semenyo,45,FWD,Bournemouth,26,407,23,75,132,0.11,20,27,15750,5711,90,False,,2.35,0.52,,9.20,0,3.0,421,100.0,1.97,5,3.5,Semenyo,107,3.0,1,0.23,156,199,100.0,a,0,3.0,0.0,0,62,2023-08-06T23:30:05.439700Z,0,0,487161,27,229,,2,11,0.7,1.07,0.34,19,0,2.5,0,160.0,0,0,0.21,1.06,1,61.4,32.0,100.0,1.58,,1,4,72,2,308220,6.0,30,0,16
83,Marcos Senesi,43,DEF,Bournemouth,56,588,143,103,313,0.05,102,14,518,95,206,False,,2.66,0.35,,16.05,0,1.5,575,,2.51,6,2.0,Senesi,368,1.4,1,0.0,261,276,,a,0,0.1,0.0,0,393,,0,0,9495,88,151,,5,17,0.3,0.94,0.05,140,-2,1.0,0,2.0,0,0,0.16,0.00,2,34.6,18.5,146.6,0.35,,1,0,146,0,14704,3.3,87,2,64
84,Adam Smith,44,DEF,Bournemouth,141,476,144,21,375,0.12,132,4,78,32,304,False,,3.03,0.16,,3.93,0,0.5,119,100.0,2.97,1,1.0,Smith,600,1.0,0,0.0,378,315,100.0,a,0,0.0,0.0,0,394,2023-08-06T23:30:05.454428Z,0,0,1016,135,375,,1,4,0.1,0.76,0.12,212,-1,0.0,0,2.0,0,0,0.0,0.00,0,24.6,4.8,21.2,0.16,,0,0,90,0,2301,0.9,110,1,101
85,Dominic Solanke,64,FWD,Bournemouth,3,51,4,169,36,0.06,7,56,89150,3894,17,False,,2.11,0.74,,23.58,0,6.0,1068,100.0,1.99,12,6.5,Solanke,101,4.7,1,0.44,17,66,100.0,a,0,3.3,0.0,0,6,2023-09-28T03:30:08.465399Z,1,0,390050,4,32,,13,25,0.9,1.01,0.5,18,-1,5.5,0,424.0,0,0,0.17,5.28,1,154.7,85.9,278.2,6.02,1.0,2,6,18,6,362938,8.8,5,1,2
86,Marcus Tavernier,54,MID,Bournemouth,80,120,66,84,209,0.13,90,21,223,58,138,False,,2.19,0.86,1.0,12.76,0,2.2,617,100.0,1.86,8,2.7,Tavernier,556,2.3,1,0.12,125,94,100.0,a,0,0.0,0.0,0,106,2023-07-26T15:30:04.076941Z,0,0,6329,69,204,2.0,3,15,0.4,1.17,0.25,204,-1,1.7,0,111.0,0,0,0.29,0.79,0,128.1,35.2,112.6,1.65,,2,0,75,0,6898,3.9,68,1,65
87,Hamed Traorè,47,MID,Bournemouth,178,329,133,10,405,0.02,191,3,13,18,658,False,,2.05,0.01,,0.84,0,0.0,44,,1.72,0,0.5,Hamed Traorè,622,1.0,0,0.35,370,344,,a,0,0.0,0.0,0,256,,0,0,506,170,392,,0,1,0.0,0.0,0.37,243,-3,-0.5,0,30.0,0,0,0.0,0.17,0,14.8,5.7,12.8,0.18,,0,0,213,0,1734,0.6,178,3,266
88,Mark Travers,40,GKP,Bournemouth,60,651,37,0,521,0.0,60,0,0,89,445,False,On loan to Stoke City for the season,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Travers,414,0.0,0,0.0,517,495,0.0,u,0,0.1,0.0,0,471,2023-07-28T08:25:34.409705Z,0,0,0,60,510,,0,0,0.0,0.0,0.0,60,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,52,0,8015,0.0,44,0,59
89,Illia Zabarnyi,44,DEF,Bournemouth,31,549,106,182,294,0.01,97,19,664,108,176,False,,2.25,0.08,,24.59,0,1.8,1080,,2.05,12,2.3,Zabarnyi,397,1.6,0,0.02,214,364,,a,0,0.1,0.0,0,315,,0,0,12930,63,89,,6,27,0.4,1.0,0.03,153,-1,1.3,0,16.0,0,0,0.17,0.28,2,10.2,23.4,208.6,0.36,,2,0,124,0,14639,4.3,131,1,53
595,Milos Kerkez,44,DEF,Bournemouth,78,564,92,87,346,0.04,116,13,118,293,312,False,,2.53,0.40,,21.69,0,0.5,853,,2.29,10,1.0,Kerkez,323,1.2,0,0.01,241,186,,a,0,0.2,0.0,0,287,,0,0,14241,76,193,,0,24,0.1,1.06,0.05,127,-1,0.0,0,20.0,0,1,0.11,0.10,1,64.9,20.3,118.4,0.50,,1,0,127,0,21342,3.0,50,1,105
607,Ionuț Radu,44,GKP,Bournemouth,25,515,64,31,379,0.0,27,2,65,109,308,False,,3.5,0.00,,2.76,0,0.5,180,,1.38,2,1.0,Radu,405,1.0,0,0.0,397,579,,a,0,0.1,2.5,5,565,,0,0,3805,25,344,,0,7,0.1,1.0,0.0,57,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,3.3,33.0,0.00,,0,0,26,0,6862,0.5,69,1,24
619,Ben Greenwood,40,DEF,Bournemouth,201,684,191,0,547,0.0,197,0,314,261,473,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,0.5,Greenwood,340,0.0,0,0.0,542,520,,a,0,0.2,0.0,0,498,,0,0,10527,200,536,,0,0,0.0,0.0,0.0,134,0,-0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,206,0,10996,0.0,198,0,167
643,Max Aarons,45,DEF,Bournemouth,54,393,93,161,253,0.07,84,23,487,730,106,False,Hamstring injury - 75% chance of playing,2.28,0.75,,21.05,0,2.8,949,75.0,2.0,11,2.5,Aarons,309,1.9,1,0.0,196,137,,d,0,0.2,0.0,0,288,2023-11-12T02:00:10.361344Z,0,0,27963,57,146,,6,24,0.6,1.04,0.07,121,0,2.3,0,20.0,0,0,0.19,0.02,1,95.0,26.5,149.4,0.77,,2,0,79,0,22318,5.1,28,0,26
644,Alex Scott,49,MID,Bournemouth,171,270,178,21,424,0.04,207,3,4,73,290,False,Knee injury - Expected back 21 Jan,2.38,0.09,2.0,2.35,0,0.8,189,0.0,1.12,3,0.0,Scott,682,1.0,0,0.03,386,329,0.0,i,0,0.0,0.0,0,349,2023-11-04T19:30:09.474630Z,0,0,1037,179,384,3.0,0,5,0.2,1.43,0.07,280,-1,0.0,0,10.0,0,0,0.0,0.07,1,17.8,4.3,16.4,0.16,,0,0,172,0,1551,0.6,172,1,139
673,Tyler Adams,49,MID,Bournemouth,298,244,295,0,705,0.0,299,0,4,15,679,False,Hamstring injury - Unknown return date,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Adams,721,0.0,0,0.0,704,700,0.0,i,0,0.0,0.0,0,697,2023-10-05T08:30:09.546767Z,0,0,532,299,702,,0,0,0.0,0.0,0.0,304,-1,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,157,0,501,0.0,297,1,283
705,Luis Sinisterra,55,MID,Bournemouth,121,105,96,32,248,0.24,110,10,186,53,197,False,,2.98,0.32,,3.94,0,1.8,121,,2.93,0,2.3,Sinisterra,610,2.0,0,0.67,268,239,,a,0,0.0,0.0,0,164,,0,0,1702,123,289,,1,4,0.3,0.0,0.91,236,0,1.3,0,68.0,0,0,0.0,0.90,0,46.0,17.3,58.4,1.22,,0,0,65,1,1274,1.8,132,0,92
90,Kristoffer Ajer,45,DEF,Brentford,83,377,12,114,226,0.26,75,21,736,779,88,False,,1.71,1.85,,10.31,0,3.0,633,100.0,1.47,7,2.5,Ajer,266,2.1,1,0.09,164,139,100.0,a,0,0.4,0.0,0,114,2023-09-18T13:00:07.747658Z,0,0,31486,44,203,,0,12,0.7,1.0,0.35,103,0,2.5,0,102.0,0,0,0.28,0.66,3,93.8,30.8,113.2,2.51,,2,1,67,0,29759,4.7,29,0,22
91,Ellery Balcombe,39,GKP,Brentford,41,732,17,0,482,0.0,41,0,674,151,401,False,,0.0,0.00,,0.00,0,0.0,0,,0.0,0,-0.5,Balcombe,314,0.0,0,0.0,477,454,,a,0,0.2,0.0,0,429,,0,0,5306,41,471,,0,0,0.0,0.0,0.0,48,-1,-0.5,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,83,0,10979,0.0,24,1,39
92,Shandon Baptiste,43,MID,Brentford,204,595,207,3,371,0.05,173,1,3538,1363,516,False,,0.0,0.01,,0.24,0,0.0,18,100.0,1.2,0,-0.5,Baptiste,194,1.0,0,0.0,449,556,50.0,a,0,0.8,0.0,0,539,2023-08-25T15:00:07.144362Z,0,0,24651,210,438,,0,0,0.0,0.0,0.05,65,-2,-0.2,0,0.0,0,0,0.0,0.00,0,0.0,0.2,2.2,0.01,,0,0,318,0,240872,0.2,214,2,186
93,Mads Bech Sørensen,40,DEF,Brentford,184,650,173,0,520,0.0,180,0,0,110,444,False,Transferred to Midtjylland,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Bech,413,0.0,0,0.0,516,494,0.0,u,0,0.1,0.0,0,470,2023-09-01T21:46:46.639465Z,0,0,2309,184,509,,0,0,0.0,0.0,0.0,162,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,182,0,14032,0.0,182,0,148
94,Mads Bidstrup,45,MID,Brentford,263,428,259,0,663,0.0,270,0,0,1,616,False,Transfer to Red Bull Salzburg on a permanent basis,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Bidstrup,732,0.0,0,0.0,659,649,0.0,u,0,0.0,0.0,0,639,2023-07-19T08:50:35.624414Z,0,0,0,267,653,,0,0,0.0,0.0,0.0,312,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,247,0,125,0.0,264,0,240
95,Sergi Canós Tenés,50,MID,Brentford,308,188,306,0,717,0.0,308,0,0,7,696,False,Permanent transfer to Valencia,0.0,0.00,,0.00,0,0.0,0,0.0,0.0,0,0.0,Canós,652,0.0,0,0.0,717,715,0.0,u,0,0.0,0.0,0,712,2023-08-21T08:27:40.363072Z,0,0,292,308,717,,0,0,0.0,0.0,0.0,262,0,0.0,0,0.0,0,0,0.0,0.00,0,0.0,0.0,0.0,0.00,,0,0,117,0,3713,0.0,307,0,297
96,Nathan Collins,45,DEF,Brentford,9,404,14,219,108,0.05,35,40,8926,2095,19,False,,1.35,0.55,,14.48,0,5.8,999,,1.3,11,5.3,Collins,188,3.3,1,0.05,95,236,,a,0,0.9,0.0,0,117,,0,0,98144,20,35,,1,15,1.3,0.99,0.1,74,0,5.3,0,99.0,0,0,0.27,0.55,2,47.7,42.0,271.2,1.10,,3,3,82,1,47294,8.9,69,0,5
